Wilayah,Provinsi,Kabupaten/Kota,Nama Wisata,Rating,Reviews,Jenis Wisata,Latitude,Longitude
Nusa Tenggara,Bali,Karangasem,Gumang Temple,4.8,121,Religi,-8.5057639,115.3250445
Nusa Tenggara,Bali,Karangasem,Pura Batu Belah,4.5,22,Religi,-8.531064,115.2494381
Nusa Tenggara,Bali,Karangasem,Pura Candi Gora,4.5,49,Religi,-8.1924145,115.2345496
Nusa Tenggara,Bali,Karangasem,Luhur Andakasa Temple,4.7,155,Religi,-8.5237826,115.4577068
Nusa Tenggara,Bali,Karangasem,Gunung Lempuyang,4.9,15,Bukit,-8.39516,115.3843441
Nusa Tenggara,Bali,Tabanan,Puri Anyar Royal Palace Kerambitan,4.6,299,Religi,-8.5423361,115.0788931
Nusa Tenggara,Bali,Tabanan,Tukad Anyar Banjar Soka,4.9,26,Air,-8.367155,115.138718
Nusa Tenggara,Bali,Tabanan,Pengempu Waterfall,4.2,649,Air,-8.469335,115.2008916
Nusa Tenggara,Bali,Tabanan,Alas Kedaton,4.2,2475,Taman,-8.469335,114.6266843
Nusa Tenggara,Bali,Tabanan,Kelating Beach,4.6,25,Air,-8.5791106,115.0198822
Nusa Tenggara,Bali,Tabanan,Pura Malen,4.6,91,Religi,-8.3286389,115.0613873
Nusa Tenggara,Bali,Tabanan,Leke Leke Waterfall,4.4,2014,Air,-8.3666011,115.1952466
Nusa Tenggara,Bali,Tabanan,Pantai Batu Tampih,4.5,136,Air,-8.5954058,115.0691847
Nusa Tenggara,Bali,Tabanan,Pangkung Tibah Beach,4.7,21,Air,-8.6049256,115.0773494
Nusa Tenggara,Bali,Tabanan,Blahmantung Waterfall,4.7,169,Air,-8.621213,114.5100248
Nusa Tenggara,Bali,Tabanan,Subak Piak,4.8,78,Taman,-8.4055579,115.1024066
Nusa Tenggara,Bali,Tabanan,Tanah Lot,4.6,91772,Religi,-8.621213,114.5100248
Nusa Tenggara,Bali,Tabanan,Jatiluwih Rice Terraces,4.7,10635,Taman,-8.469335,114.6266843
Nusa Tenggara,Bali,Tabanan,Bali Butterfly Park,4.4,1446,Taman,-8.621213,114.5100248
Nusa Tenggara,Bali,Tabanan,Pura Malen,4.6,91,Religi,-8.621213,114.5100248
Nusa Tenggara,Bali,Tabanan,Pengempu Waterfall,4.2,649,Air,-8.4729006,115.1313687
Nusa Tenggara,Bali,Tabanan,Pantai Soan Galuh,4.5,121,Air,-8.5095822,114.9028023
Nusa Tenggara,Bali,Tabanan,Pantai Kelecung,4.6,165,Air,-8.5467414,114.9419838
Nusa Tenggara,Bali,Tabanan,Wahana Wisata Sambhrama Ashram,4.5,473,Taman,-8.3772867,115.0796589
Nusa Tenggara,Bali,Tabanan,Wisata Kayu Putih,4.7,300,Taman,-8.4064692,115.114991
Nusa Tenggara,Bali,Tabanan,Puri Anyar Royal Palace Kerambitan,4.6,299,Religi,-8.5423361,115.0113014
Nusa Tenggara,Bali,Tabanan,Desa Coklat Bali,4.5,192,Taman,-8.4199375,115.1760082
Nusa Tenggara,Bali,Tabanan,DESA WISATA PINGE,4.5,241,Taman,-8.3903092,115.1745268
Nusa Tenggara,Bali,Tabanan,Kelating Beach,4.6,25,Air,-8.5791106,115.051425
Nusa Tenggara,Bali,Tabanan,Tabanan Anom Palace,4.8,880,Religi,-8.5369314,115.1213603
Nusa Tenggara,Bali,Tabanan,Vihara Dharma Giri,4.7,936,Religi,-8.3195409,115.0131214
Nusa Tenggara,Bali,Tabanan,Puri Agung Kerambitan,4.7,364,Religi,-8.5470255,115.0753809
Nusa Tenggara,Bali,Tabanan,Yeh Panes Penatahan,3.9,112,Air,-8.4340624,115.1203752
Nusa Tenggara,Bali,Tabanan,Sleeping Buddha statue Pupuan Tabanan,4.6,772,Religi,-8.3196905,115.0131806
Nusa Tenggara,Bali,Tabanan,Tista Tourism Village,4.6,91,Air,-8.5446695,115.0700431
Nusa Tenggara,Bali,Tabanan,Pantai Batu Tampih,4.5,136,Air,-8.5954058,115.0672535
Nusa Tenggara,Bali,Tabanan,Waterfall Pupuan,4.6,9,Air,-8.3194375,115.0399314
Nusa Tenggara,Bali,Tabanan,Sing Sing Angin Waterfall,4.4,263,Air,-8.4484918,115.047025
Nusa Tenggara,Bali,Tabanan,Air Panas Angseri,4.2,1177,Air,-8.3550684,115.1523483
Nusa Tenggara,Bali,Tabanan,Belimbing Rice Terraces,4.6,538,Taman,-8.4210424,115.0257502
Nusa Tenggara,Bali,Tabanan,Desa Wisata Kaba-Kaba,4.4,18,Taman,-8.6062145,115.1345386
Nusa Tenggara,Bali,Tabanan,Sunset Beach Tanah Lot,4.7,234,Air,-8.6211034,115.0829542
Nusa Tenggara,Bali,Tabanan,The Beach Love,4.6,410,Air,-8.61316,115.0793259
Nusa Tenggara,Bali,Tabanan,Babahan Crystal Water,4.7,104,Air,-8.3724161,115.1396277
Nusa Tenggara,Bali,Tabanan,Secret Garden Village,4.6,5064,Taman,-8.3726762,115.188824
Nusa Tenggara,Bali,Tabanan,Belulang Hot Springs,4.3,663,Air,-8.3966341,115.136243
Nusa Tenggara,Bali,Tabanan,Batu Bolong Temple,4.6,1260,Religi,-8.6182935,115.0815182
Nusa Tenggara,Bali,Tabanan,Air Terjun Yeh Hoo,4.6,549,Air,-8.3586762,115.1315334
Nusa Tenggara,Bali,Tabanan,Desa Wisata Tajen,3.6,71,Taman,-8.4448922,115.1440754
Nusa Tenggara,Bali,Tabanan,Pantai Bonian,4.5,97,Air,-8.5155902,114.9776742
Nusa Tenggara,Bali,Tabanan,Hidden Gem,4.2,13,Air,-8.6310255,115.0906491
Nusa Tenggara,Bali,Tabanan,Abian Kapas Beach,4.4,163,Air,-8.558909,115.0270235
Nusa Tenggara,Bali,Tabanan,Hot Spring Penatahan Kaja,4.2,809,Air,-8.4340051,115.1203006
Nusa Tenggara,Bali,Tabanan,Taman Satwa Tabanan (Tasta Zoo),3.6,117,Taman,-8.3494786,115.1640418
Nusa Tenggara,Bali,Tabanan,Bayan Ancient Tree,4.8,633,Taman,-8.4065528,115.1824139
Nusa Tenggara,Bali,Tabanan,Pura Luhur Srijong,4.6,129,Religi,-8.5259153,114.9889532
Nusa Tenggara,Bali,Tabanan,Taman Bung Karno ᬢᬫᬦ᭄ ᬩᬸᬂ ᬓᬃᬡᭀ᭟,4.6,115,Taman,-8.5374924,115.1218996
Nusa Tenggara,Bali,Tabanan,Wisata Grembengan,4.2,27,Air,-8.5678423,115.1106497
Nusa Tenggara,Bali,Tabanan,Pura Siwa,4.7,193,Religi,-8.328005,115.0607603
Nusa Tenggara,Bali,Tabanan,Air terjun campuhan,4.1,45,Air,-8.617792,115.108795
Nusa Tenggara,Bali,Tabanan,Uma Urip Timpag,4.9,27,Taman,-8.4884749,115.0853612
Nusa Tenggara,Bali,Tabanan,Pantai Kutikan,4.6,25,Air,-8.6158765,115.0806134
Nusa Tenggara,Bali,Tabanan,Pura Luhur Mekori,4.7,345,Religi,-8.3874697,115.030735
Nusa Tenggara,Bali,Tabanan,Wisata Mini rafting & Penglukatan Yeh Sungi Belayu,4.6,25,Air,-8.5120041,115.1652544
Nusa Tenggara,Bali,Tabanan,TAPSA (Taman Alas Permata Sari),4.7,119,Taman,-8.451188,115.1351356
Nusa Tenggara,Bali,Tabanan,Pantai Nyanyi,4.6,32,Air,-8.6336624,115.0933287
Nusa Tenggara,Bali,Tabanan,Air terjun timan agung,4.2,22,Air,-8.5740436,115.0444652
Nusa Tenggara,Bali,Tabanan,Nuanu Gate,4.7,155,Taman,-8.6300542,115.0946019
Nusa Tenggara,Bali,Tabanan,Taman Pujaan Bangsa Margarana,4.7,1344,Taman,-8.4650135,115.1592426
Nusa Tenggara,Bali,Tabanan,Pantai Antap,4.6,208,Air,-8.5382179,114.9966966
Nusa Tenggara,Bali,Gianyar,Pura Tirta Empul,4.6,22514,Religi,-8.123054,114.7623187
Nusa Tenggara,Bali,Gianyar,Sacred Monkey Forest Sanctuary,4.5,47337,Taman,-8.5193727,114.6838477
Nusa Tenggara,Bali,Gianyar,Tegenungan Waterfall,4.3,31174,Air,-8.5753621,115.2844211
Nusa Tenggara,Bali,Gianyar,Campuhan Ridge Walk,4.4,12290,Taman,-8.5035806,115.2502518
Nusa Tenggara,Bali,Gianyar,Kebun Raya Gianyar,3.6,199,Taman,-8.3508012,115.262976
Nusa Tenggara,Bali,Gianyar,Goa Gajah,4.2,7705,Religi,-8.3508012,115.262976
Nusa Tenggara,Bali,Gianyar,Bali Bird Park,4.6,11814,Taman,-8.5995781,115.2474155
Nusa Tenggara,Bali,Gianyar,Hidden Canyon Beji Guwang,4.5,2776,Taman,-8.609527,115.2845354
Nusa Tenggara,Bali,Gianyar,Suwat Waterfall,4.6,1289,Air,-8.4876645,115.3133583
Nusa Tenggara,Bali,Gianyar,Manuaba Waterfall,4.7,809,Air,-8.4466884,115.2855202
Nusa Tenggara,Bali,Gianyar,Pura Taman Kemuda Saraswati,4.3,3900,Religi,-8.5058937,115.256982
Nusa Tenggara,Bali,Gianyar,Goa Rang Reng Waterfall,4.7,714,Air,-8.5155934,115.326838
Nusa Tenggara,Bali,Gianyar,Bali Safari and Marine Park,4.5,20287,Taman,-8.5805621,115.3409086
Nusa Tenggara,Bali,Gianyar,Bukit Campuhan,4.5,2392,Taman,-8.4993467,115.2505323
Nusa Tenggara,Bali,Gianyar,Agung Rai Museum of Art,4.5,1107,Taman,-8.5228143,115.2592505
Nusa Tenggara,Bali,Gianyar,Alas Harum Bali,4.5,12670,Taman,-8.43989,115.2761014
Nusa Tenggara,Bali,Gianyar,Lembah Bidadari,4.2,192,Taman,-8.3925533,115.2835305
Nusa Tenggara,Bali,Gianyar,"Kemenuh Butterfly Park, Bali",4.4,620,Taman,-8.572696,115.2821571
Nusa Tenggara,Bali,Gianyar,Ceking Rice Terrace,4.4,45865,Taman,-8.4317112,115.2747969
Nusa Tenggara,Bali,Gianyar,Sukawati Art Market,4.4,9767,Taman,-8.5965307,115.2780994
Nusa Tenggara,Bali,Gianyar,Bali Zoo,4.4,18651,Taman,-8.5915391,115.2613581
Nusa Tenggara,Bali,Gianyar,Taman Sari Waterfall & Natural pool,4.7,1089,Air,-8.5023087,115.3237749
Nusa Tenggara,Bali,Gianyar,Blangsinga Waterfall,4.6,466,Air,-8.5755432,115.2869192
Nusa Tenggara,Bali,Gianyar,Pada Wareg Eco Park,4.6,83,Taman,-8.4544417,115.3004224
Nusa Tenggara,Bali,Gianyar,Jembatan Kuning,4.1,83,Taman,-8.3507474,115.2704185
Nusa Tenggara,Bali,Gianyar,Museum Puri Lukisan,4.3,1764,Taman,-8.5052428,115.2558645
Nusa Tenggara,Bali,Gianyar,Taman Kota Ciung Wanara Gianyar,4.5,1668,Taman,-8.54091,115.3181801
Nusa Tenggara,Bali,Gianyar,Obyek Wisata Goa Gajah,4.4,514,Taman,-8.5227894,115.2831956
Nusa Tenggara,Bali,Gianyar,Bandung Waterfall,4.2,436,Air,-8.5193752,115.3034431
Nusa Tenggara,Bali,Gianyar,Ubud Palace,4.3,12033,Taman,-8.5065977,115.2580823
Nusa Tenggara,Bali,Gianyar,Delodsema Traditional Village,4.7,108,Taman,-8.3971872,115.2808609
Nusa Tenggara,Bali,Gianyar,Istana Kepresidenan Tampaksiring,4.7,1462,Taman,-8.4149206,115.3064332
Nusa Tenggara,Bali,Gianyar,Subak Pulagan,4.5,181,Taman,-8.429407,115.3087939
Nusa Tenggara,Bali,Gianyar,Candi Tebing Gunung Kawi,4.7,406,Taman,-8.4230656,115.3078171
Nusa Tenggara,Bali,Gianyar,Tegal linggah Cliff Temple,4.8,66,Taman,-8.527768,115.3015299
Nusa Tenggara,Bali,Gianyar,Blangsingah Glass Bridge,4.1,322,Taman,-8.5761207,115.2861436
Nusa Tenggara,Bali,Gianyar,Sumampan Waterfall,4.5,899,Air,-8.5514923,115.2858915
Nusa Tenggara,Bali,Gianyar,Kemenuh Monkey River,4.2,63,Air,-8.5687668,115.2845864
Nusa Tenggara,Bali,Gianyar,Puri Agung Peliatan,4.7,271,Taman,-8.5178025,115.264866
Nusa Tenggara,Bali,Gianyar,Siyut Beach,4.2,414,Air,-8.5745263,115.3655434
Nusa Tenggara,Bali,Gianyar,Ubud Water Palace,4.1,694,Air,-8.5063413,115.2567962
Nusa Tenggara,Bali,Gianyar,Gembok cinta,4.1,86,Taman,-8.4367798,115.2710337
Nusa Tenggara,Bali,Gianyar,Kanto Lampo Waterfall,4.4,3611,Air,-8.5321802,115.3267347
Nusa Tenggara,Bali,Gianyar,Pura Puseh Desa Batuan,4.5,3466,Religi,-8.58216,115.271441
Nusa Tenggara,Bali,Gianyar,The Fire Flies Garden,4.8,193,Taman,-8.3875517,115.272793
Nusa Tenggara,Bali,Gianyar,Masceti Beach,4.5,1419,Air,-8.5946021,115.341431
Nusa Tenggara,Bali,Gianyar,Pantai Segara Wilis,4.5,117,Air,-8.6077119,115.3203002
Nusa Tenggara,Bali,Gianyar,Uma Anyar Waterfall,4.8,506,Air,-8.559213,115.2855388
Nusa Tenggara,Bali,Gianyar,Air Terjun Tembok Barak,4.5,191,Air,-8.1445093,115.0958885
Nusa Tenggara,Bali,Gianyar,Jembatan kaca Bali Tegenungan /Bali Glass Bridge Main entrance,4.2,315,Taman,-8.5770287,115.2844562
Nusa Tenggara,Bali,Gianyar,Munduk asri,4.2,440,Taman,-8.3399086,115.2753984
Nusa Tenggara,Bali,Gianyar,Pura Dalem Agung Padangtegal,4.6,224,Religi,-8.5187719,115.254043
Nusa Tenggara,Bali,Gianyar,Desa Wisata Sayan,4.3,7,Taman,-8.5065206,115.2359637
Nusa Tenggara,Bali,Gianyar,The Blanco Renaissance Museum,4.3,1839,Taman,-8.5055959,115.2498755
Nusa Tenggara,Bali,Gianyar,Keramas Beach,4.4,1023,Air,-8.600156,115.3305779
Nusa Tenggara,Bali,Gianyar,Pura Penataran Sasih,4.7,514,Religi,-8.5139914,115.2886893
Nusa Tenggara,Bali,Gianyar,Sekar Bumi Tropical Farm,4.6,97,Taman,-8.3437457,115.2872748
Nusa Tenggara,Bali,Gianyar,Pura Kebo Edan,4.6,150,Religi,-8.5177594,115.2881295
Nusa Tenggara,Bali,Gianyar,Lebih Beach,4.3,4421,Air,-8.581006,115.3509949
Nusa Tenggara,Bali,Gianyar,Tari Barong Dan Keris Batubulan,4.6,428,Religi,-8.6098775,115.2488164
Nusa Tenggara,Bali,Gianyar,Waterboom Bukit Jati,3.9,851,Air,-8.53508,115.3316785
Nusa Tenggara,Bali,Gianyar,Desa wisata blangsinga ᬤᬰᬯᬶᬲᬢᬩ᭄ᬮᬗ᭄ᬲᬶᬗ᭟,4.8,12,Taman,-8.5755384,115.2873895
Nusa Tenggara,Bali,Gianyar,Goa Garba,4.8,96,Taman,-8.5081103,115.2975738
Nusa Tenggara,Bali,Gianyar,Pura Dalem Ubud,4.5,565,Religi,-8.5051334,115.253793
Nusa Tenggara,Bali,Gianyar,Pantai Pering,4.4,128,Air,-8.6021469,115.3269749
Nusa Tenggara,Bali,Gianyar,KISSIDAN ECO HILL RETREAT & RESTO,4.7,102,Taman,-8.534244,115.3428515
Nusa Tenggara,Bali,Gianyar,Candi Tebing Kerobokan,4.7,48,Taman,-8.485522,115.3023291
Nusa Tenggara,Bali,Gianyar,Ubud Art Market,4.2,1993,Taman,-8.5071639,115.2584664
Nusa Tenggara,Bali,Gianyar,Kubur beach,4.5,226,Air,-8.6432023,115.279952
Nusa Tenggara,Bali,Gianyar,Taman Sari Bebengan Bukit Jangkrik,4.1,6,Taman,-8.5265527,115.3399324
Nusa Tenggara,Bali,Gianyar,Toya Selaka Waterfall,4.8,75,Air,-8.4734805,115.3087593
Nusa Tenggara,Bali,Gianyar,Air Terjun Apit Aungan Pejeng,4.2,60,Air,-8.512856,115.2917281
Nusa Tenggara,Bali,Gianyar,Pura Gunung Lebah,4.4,254,Religi,-8.5040282,115.2501138
Nusa Tenggara,Bali,Gianyar,Pura Kahyangan Jagat Bukit Dharma Durga Kutri,4.8,263,Religi,-8.537644,115.298153
Nusa Tenggara,Bali,Gianyar,Cantik Agriculture Luwak Coffee,4.5,1471,Taman,-8.3834024,115.3307193
Nusa Tenggara,Bali,Denpasar,Bajra Sandhi Monument,4.6,14501,Taman,-8.6717348,115.2336204
Nusa Tenggara,Bali,Denpasar,Big Garden Corner,4.3,5989,Taman,-8.6568602,115.2533754
Nusa Tenggara,Bali,Denpasar,"Bali Festival Park, Padang Galak",4.4,1693,Taman,-8.6575124,115.2651218
Nusa Tenggara,Bali,Denpasar,Daerah tujuan wisata tukad bindu,4.5,1037,Taman,-8.6437911,115.2355309
Nusa Tenggara,Bali,Denpasar,Werdhi Budaya Art Centre,4.6,9113,Taman,-8.6556215,115.2335898
Nusa Tenggara,Bali,Denpasar,Lumintang Park,4.5,10367,Taman,-8.6359218,115.2127059
Nusa Tenggara,Bali,Denpasar,Bali Museum,4.4,2880,Taman,-8.6575741,115.2183092
Nusa Tenggara,Bali,Denpasar,Ekowisata Subak Sembung Peguyangan,4.6,1294,Taman,-8.6137206,115.2137508
Nusa Tenggara,Bali,Denpasar,Upside Down World Bali,4.2,3901,Taman,-8.716711,115.2049796
Nusa Tenggara,Bali,Denpasar,Pantai Biaung,4.7,103,Air,-8.6528433,115.2699817
Nusa Tenggara,Bali,Denpasar,Puri Agung Denpasar,4.6,141,Taman,-8.6510099,115.2172007
Nusa Tenggara,Bali,Denpasar,Kumbasari Park,4.4,178,Taman,-8.6563222,115.2115885
Nusa Tenggara,Bali,Denpasar,Padang Galak Beach,4.4,101,Air,-8.6581906,115.2650984
Nusa Tenggara,Bali,Denpasar,Lapangan Puputan Badung (I Gusti Ngurah Made Agung),4.7,3225,Taman,-8.6564627,115.2174606
Nusa Tenggara,Bali,Denpasar,Sunrise Beach,4.6,2622,Air,-8.6706845,115.2614086
Nusa Tenggara,Bali,Denpasar,Agung Jagatnatha Temple,4.7,967,Religi,-8.6562819,115.2183604
Nusa Tenggara,Bali,Denpasar,Taman Tukad Korea,4.6,209,Taman,-8.6557322,115.2119202
Nusa Tenggara,Bali,Denpasar,Barong Tanah Kilap - Sari Wisata Budaya BALI,4.4,1819,Taman,-8.718854,115.1921306
Nusa Tenggara,Bali,Denpasar,Pantai Tangtu,4.4,248,Air,-8.654517,115.2680964
Nusa Tenggara,Bali,Denpasar,Kertalangu Cultural Village,4.3,2238,Taman,-8.6422294,115.2562732
Nusa Tenggara,Bali,Denpasar,Taman Inspirasi Mertasari,4.4,1126,Taman,-8.7120008,115.2479384
Nusa Tenggara,Bali,Denpasar,Pengembak beach,4.1,59,Air,-8.7124062,115.2473509
Nusa Tenggara,Bali,Denpasar,Peace Gong Parks Kertalangu,4.3,1039,Taman,-8.6437864,115.2563941
Nusa Tenggara,Bali,Denpasar,Museum Bung Karno,4.8,1391,Taman,-8.6723877,115.225195
Nusa Tenggara,Bali,Denpasar,Segara Ayu Beach,4.5,23,Air,-8.6824631,115.2640185
Nusa Tenggara,Bali,Denpasar,Pasar Seni Kumbasari,4.4,3611,Taman,-8.6560335,115.2116836
Nusa Tenggara,Bali,Denpasar,Wisata Edukasi Subak Teba Majalangu,4.7,327,Taman,-8.6433169,115.2596632
Nusa Tenggara,Bali,Denpasar,Eko Wisata Subak Ubung Denpasar Bali,4.5,2,Taman,-8.6253227,115.1993396
Nusa Tenggara,Bali,Denpasar,Museum Le Mayeur,4.2,613,Taman,-8.6748773,115.2633961
Nusa Tenggara,Bali,Denpasar,Pantai Padang Galak,4.6,333,Air,-8.6611382,115.263019
Nusa Tenggara,Bali,Denpasar,Dermaga Serangan ᬤᭂᬃᬫᬕᬲᭂᬭᬗᬦ᭄᭟​,4.5,545,Air,-8.721417,115.2386578
Nusa Tenggara,Bali,Denpasar,Pantai Taman Festival,4.5,2,Air,-8.6573967,115.265789
Nusa Tenggara,Bali,Denpasar,DERMAGA 2 WISATA Air KAMPUNG ISLAM KEPAON,4.6,3,Air,-8.6982793,115.1948077
Nusa Tenggara,Bali,Denpasar,Pantai Dermaga,4.7,12,Air,-8.6663032,115.2606818
Nusa Tenggara,Bali,Denpasar,Bali Exotic Marine Park,4.6,516,Taman,-8.7238697,115.2161541
Nusa Tenggara,Bali,Denpasar,Mangrove Forest Suwung Kawuh,4.1,346,Taman,-8.7215837,115.192836
Nusa Tenggara,Bali,Denpasar,Sakenan Temple,4.7,592,Religi,-8.7252486,115.2291424
Nusa Tenggara,Bali,Denpasar,Patung Titi Banda,4.6,1664,Monumen,-8.6492916,115.2547618
Nusa Tenggara,Bali,Denpasar,Patung Catur Muka,4.7,624,Monumen,-8.6559667,115.2166596
Nusa Tenggara,Bali,Denpasar,Taman Janggan Renon Denpasar,4.6,1706,Taman,-8.673189,115.2371246
Nusa Tenggara,Bali,Denpasar,CitraLand Waterpark,4.4,2953,Air,-8.6273874,115.1929928
Nusa Tenggara,Bali,Denpasar,DERMAGA 2 WISATA PERAHU Taman PANCING TIMUR,4.5,4,Air,-8.6983582,115.1948902
Nusa Tenggara,Bali,Denpasar,Karang Beach,4.6,5623,Air,-8.693729,115.2657344
Nusa Tenggara,Bali,Denpasar,Taman Layang-layang,4.7,7,Taman,-8.6633516,115.2612712
Nusa Tenggara,Bali,Denpasar,Sanur Beach,4.6,1023,Air,-8.673641,115.2631893
Nusa Tenggara,Bali,Denpasar,Sanur Harbour,4.4,1453,Air,-8.6692169,115.2605232
Nusa Tenggara,Bali,Denpasar,Tempat Wisata Melihat Ikan Banjar Gunung,4.9,2,Taman,-8.6904769,115.1932001
Nusa Tenggara,Bali,Denpasar,Wisata Tukad Badung,4.8,17,Taman,-8.6555548,115.2120594
Nusa Tenggara,Bali,Denpasar,YOUTH PARK,4.5,339,Taman,-8.6362559,115.2130612
Nusa Tenggara,Bali,Denpasar,Duyung Beach,4.3,7,Air,-8.7038318,115.2639923
Nusa Tenggara,Bali,Denpasar,Bundaran kota Denpasar,4.7,3,Taman,-8.6761255,115.2065756
Nusa Tenggara,Bali,Denpasar,Pasar Sindu,4.4,3053,Taman,-8.6761255,115.2065756
Nusa Tenggara,Bali,Denpasar,Puri Agung Kesiman,4.7,121,Religi,-8.6480144,115.2396604
Nusa Tenggara,Bali,Denpasar,Pantai Bangsal,4.8,23,Air,-8.6735728,115.2630207
Nusa Tenggara,Bali,Denpasar,Museum Subak,4.8,5,Taman,-8.6355755,115.2451486
Nusa Tenggara,Bali,Denpasar,Barong Dance Uma Dewi,4.4,1373,Religi,-8.6545295,115.2520855
Nusa Tenggara,Bali,Denpasar,Pantai Campuhan,4.9,3,Air,-8.655232,115.2679294
Nusa Tenggara,Bali,Denpasar,Plakat Nol Kilometer Kota Denpasar,4.8,5,Taman,-8.6561143,115.2174134
Nusa Tenggara,Bali,Denpasar,Pantai Serangan,4.1,93,Air,-8.7399472,115.2416537
Nusa Tenggara,Bali,Denpasar,Pantai Sindhu,4.7,84,Air,-8.6841754,115.264348
Nusa Tenggara,Bali,Denpasar,Pantai Muntig Siokan Sidakarya,4.6,25,Air,-8.7170876,115.2384194
Nusa Tenggara,Bali,Denpasar,Children's Traffic Park Denpasar,4.3,67,Taman,-8.6384976,115.2126779
Nusa Tenggara,Bali,Denpasar,Mertasari Beach,4.7,821,Air,-8.7125026,115.2515015
Nusa Tenggara,Bali,Denpasar,Rekreasi Kano,4.7,88,Air,-8.7343065,115.1877833
Nusa Tenggara,Bali,Denpasar,Bali Wake Park,4.4,1906,Air,-8.7238885,115.2143276
Nusa Tenggara,Bali,Denpasar,Pantai Bopel,4.4,26,Air,-8.7117749,115.255062
Nusa Tenggara,Bali,Denpasar,Bali Dolphin interaction,1.9,36,Air,-8.7238322,115.2139941
Nusa Tenggara,Bali,Denpasar,Pantai cemara,4.6,14,Air,-8.710135,115.2582567
Nusa Tenggara,Bali,Denpasar,Griya Jero Gede Sanur,4.8,61,Religi,-8.6755931,115.2564386
Nusa Tenggara,Bali,Denpasar,Ekowisata Mangrove Batu Lumbang,4.9,61,Air,-8.7343224,115.1877217
Nusa Tenggara,Bali,Denpasar,"Mangrove Denpasar, Last Point",4.3,501,Taman,-8.7261185,115.1930693
Nusa Tenggara,Bali,Denpasar,Taman Hutan Raya (Tahura) Ngurah Rai,4.7,52,Taman,-8.7270249,115.1897917
Nusa Tenggara,Bali,Denpasar,Mangrove Forest Management Center Region I,4.2,555,Taman,-8.724973,115.1940711
Nusa Tenggara,Bali,Denpasar,Pura Agung Manik Batu (Pura Umum),4.8,17,Religi,-8.6991689,115.1991065
Nusa Tenggara,Bali,Denpasar,Pura Campuhan Windhu Segara Padanggalak Denpasar,4.7,164,Religi,-8.6550487,115.2634312
Nusa Tenggara,Bali,Badung,Waterbom Bali,4.7,14049,Air,-8.7285829,115.1670369
Nusa Tenggara,Bali,Badung,Taman Ayun Temple,4.6,8220,Religi,-8.5416323,115.1703482
Nusa Tenggara,Bali,Badung,Garuda Wisnu Kencana Cultural Park,4.5,61340,Taman,-8.8104228,115.1653455
Nusa Tenggara,Bali,Badung,Satria Gatotkaca Park,4.6,4037,Taman,-8.7443882,115.1766142
Nusa Tenggara,Bali,Badung,Taman Mumbul Sangeh,4.6,2410,Taman,-8.483959,115.210035
Nusa Tenggara,Bali,Badung,Pantai Double - Six,4.7,1502,Air,-8.6975406,115.1598853
Nusa Tenggara,Bali,Badung,Sangeh Monkey Forest,4.6,6633,Taman,-8.4817743,115.204486
Nusa Tenggara,Bali,Badung,Tanah Wuk,4.1,270,Taman,-8.4745676,115.2034685
Nusa Tenggara,Bali,Badung,Pantai Mengening,4.7,1784,Air,-8.6395322,115.0984657
Nusa Tenggara,Bali,Badung,Desa Wisata Penarungan,4.9,8,Taman,-8.5396366,115.1966399
Nusa Tenggara,Bali,Badung,DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,4.1,5354,Taman,-8.7617034,115.2139281
Nusa Tenggara,Bali,Badung,Perancak Beach,4.6,162,Air,-8.6637779,115.1336817
Nusa Tenggara,Bali,Badung,Gunung Payung Cultural Park,4.6,231,Taman,-8.8374241,115.199291
Nusa Tenggara,Bali,Badung,Pantai Mimpi Pondok Pemuda,4.1,70,Air,-8.7807679,115.1523251
Nusa Tenggara,Bali,Badung,Taman Anyar - Traditional Balinese House,4.7,143,Taman,-8.5477665,115.2008061
Nusa Tenggara,Bali,Badung,Seseh Beach,4.6,1116,Air,-8.6470456,115.1117131
Nusa Tenggara,Bali,Badung,Melasti Beach Ungasan,4.8,19508,Air,-8.8477419,115.1584173
Nusa Tenggara,Bali,Badung,Splash Water Park Bali,4.2,529,Air,-8.6625577,115.1456749
Nusa Tenggara,Bali,Badung,Pandawa Beach,4.6,42719,Air,-8.8442993,115.1792663
Nusa Tenggara,Bali,Badung,Pantai Mesari,4.7,140,Air,-8.6940298,115.1572084
Nusa Tenggara,Bali,Badung,Museum Yadnya,4.8,16,Taman,-8.5433168,115.1690409
Nusa Tenggara,Bali,Badung,Pantai Pemutih,4.7,62,Air,-8.8087268,115.1048725
Nusa Tenggara,Bali,Badung,Cemagi Beach,4.6,336,Air,-8.6443657,115.1038761
Nusa Tenggara,Bali,Badung,Museum Pasifika Bali,4.5,555,Taman,-8.8001117,115.2284546
Nusa Tenggara,Bali,Badung,Desa Wisata Munggu,4.7,10,Taman,-8.6182312,115.1260683
Nusa Tenggara,Bali,Badung,Pantai Berawa,4.5,325,Air,-8.666688,115.1375569
Nusa Tenggara,Bali,Badung,Taman Puspem Badung,4.7,373,Taman,-8.6006552,115.1837338
Nusa Tenggara,Bali,Badung,Rama Shinta Garden,4.5,1360,Taman,-8.5615738,115.1689752
Nusa Tenggara,Bali,Badung,Big Garden Corner,4.3,5989,Taman,-8.6568602,115.2514039
