Wilayah,Provinsi,Kabupaten/Kota,Nama Wisata,Rating,Reviews,Jenis Wisata,Latitude,Longitude,Jenis Wisata Encoded,Kabupaten/Kota Encoded,Nama Wisata Encoded,Wisata_Air,Wisata_Bukit,Wisata_Monumen,Wisata_Religi,Wisata_Taman
Nusa Tenggara,Bali,Buleleng,the coral garden,4.9,68,Air,-8.0958245,114.5167604,0,95,12587,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,anchor wreck menjangan,4.3,19,Air,-8.0946809,114.4999137,0,95,1309,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,kantor taman nasional menjangan,4.6,185,Taman,-8.0961227,114.4989,4,95,4702,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,pura payogan segara rupek,4.9,6,Religi,-8.1009634,114.4317239,3,95,10023,False,False,False,True,False
Nusa Tenggara,Bali,Buleleng,west bali national park,4.5,3187,Taman,-8.1311912,114.4663038,4,95,13465,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,pura dhang kahyangan prapat agung temple,4.8,71,Religi,-8.1338644,114.4321962,3,95,9996,False,False,False,True,False
Nusa Tenggara,Bali,Buleleng,prapat agung beach,4.3,69,Air,-8.1415113,114.4367453,0,95,9657,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,bali birding tour national park,3.7,149,Taman,-8.1682887,114.4512652,4,95,1477,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,"pantai karangsewu, balai taman nasional bali barat",4.6,74,Air,-8.1838035,114.4253426,0,95,7644,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,bakungan temple,4.6,26,Religi,-8.1869859,114.4335816,3,95,1457,False,False,False,True,False
Nusa Tenggara,Bali,Buleleng,nature conservation forum putri menjangan,4.1,16,Taman,-8.1304736,114.5528764,4,95,6590,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,gili putih sumberkima,4.6,197,Air,-8.1443939,114.5752111,0,95,3690,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,pura batu kursi,4.7,436,Religi,-8.1524177,114.6360388,3,95,9985,False,False,False,True,False
Nusa Tenggara,Bali,Buleleng,waterfall pengumbahan,4.1,7,Air,-8.165792,114.5749357,0,95,13367,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,sumberkima ridge walk viewpoint,4.9,2,Taman,-8.1671549,114.5761749,4,95,10853,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,pura sakti,4.8,77,Religi,-8.1698807,114.5286731,3,95,10037,False,False,False,True,False
Nusa Tenggara,Bali,Buleleng,pura sumur kembar,4.4,57,Religi,-8.2243547,114.4396684,3,95,10044,False,False,False,True,False
Nusa Tenggara,Bali,Buleleng,tirtha segara rupek temple,4.6,102,Religi,-8.2209127,114.4452865,3,95,12667,False,False,False,True,False
Nusa Tenggara,Bali,Buleleng,pantai karang impian,4.4,28,Air,-8.2248321,114.4659974,0,95,7632,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,bendungan palasari,4.4,371,Air,-8.2537344,114.5380003,0,95,1722,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,taman wana resort palasari,4.2,160,Taman,-8.2595691,114.536829,4,95,12105,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,pura kerta kawat,4.7,177,Religi,-8.1649065,114.6591154,3,95,10011,False,False,False,True,False
Nusa Tenggara,Bali,Buleleng,pucak bead,4.7,29,Religi,-8.1649065,114.6591154,3,95,9683,False,False,False,True,False
Nusa Tenggara,Bali,Buleleng,pura taman sari,4.9,5,Religi,-8.1961518,114.7389007,3,95,10048,False,False,False,True,False
Nusa Tenggara,Bali,Buleleng,gerokgak dam,4.4,247,Air,-8.2021903,114.7636602,0,95,3684,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,air terjun tinga tinga,4.9,3,Air,-8.2293094,114.8084677,0,95,1023,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,air terjun kara,4.9,1,Air,-8.2242048,114.7981523,0,95,490,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,air terjun yeh selem,4.9,2,Air,-8.2404756,114.844894,0,95,1134,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,pura taman yeh selem,4.9,6,Religi,-8.2439848,114.8629459,3,95,10050,False,False,False,True,False
Nusa Tenggara,Bali,Buleleng,pura kahyangan jagat buana purohita (linggam ciwa),4.7,32,Religi,-8.2500463,114.8905074,3,95,10007,False,False,False,True,False
Nusa Tenggara,Bali,Buleleng,singsing waterfall,3.7,175,Air,-8.223451,114.9726873,0,95,10620,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,pura ulun danu tamblingan,4.3,166,Religi,-8.2379671,115.0621412,3,95,10056,False,False,False,True,False
Nusa Tenggara,Bali,Buleleng,wanagiri hidden hill bali,4.4,2,Taman,-8.2378076,115.0790649,4,95,13276,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,banyumala waterfall,4.8,4,Air,-8.2283961,115.0624635,0,95,1543,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,banyu wana amertha waterfall,4.8,976,Air,-8.2325435,115.0842226,0,95,1541,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,puncak wanagiri,4.6,2,Taman,-8.2338197,115.088252,4,95,9966,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,taman bung karno,4.6,918,Taman,-8.154532,115.0661706,4,95,11196,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,alamandaoe water park,4.3,160,Air,-8.1502699,115.1411365,0,95,1173,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,bengbengan waterfall,4.8,25,Air,-8.1738826,115.1570931,0,95,1743,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,air terjun carat,4.4,135,Air,-8.139135,115.1737383,0,95,312,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,air sanih natural spring,4.5,249,Air,-8.1150415,115.1867938,0,95,148,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,pura bukit sinunggal,4.8,127,Religi,-8.1432834,115.2233812,3,95,9989,False,False,False,True,False
Nusa Tenggara,Bali,Buleleng,pura ponjok batu,4.7,711,Religi,-8.1335506,115.2280554,3,95,10031,False,False,False,True,False
Nusa Tenggara,Bali,Buleleng,alas bangkuwang,4.9,13,Air,-8.2707112,114.9815203,0,95,1174,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,alpha gesing waterfall,4.9,3,Air,-8.2887875,115.0502083,0,95,1187,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,"harvest palace, munduk, buleleng, bali.",4.9,3,Taman,-8.2928058,115.0683251,4,95,4156,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,tamblingan jungle camp,4.9,7,Taman,-8.2668108,115.0956274,4,95,12287,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,camping ground buyan ii,4.4,29,Air,-8.2495774,115.1119872,0,95,2515,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,buyan lake,4.6,102,Air,-8.2489591,115.1157745,0,95,2483,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,buyan camping camp,4.3,995,Taman,-8.2479544,115.1261995,4,95,2482,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,bali bike park,4.4,67,Taman,-8.2478772,115.127488,4,95,1475,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,alam rimba dasong,4.4,29,Taman,-8.2478772,115.127488,4,95,1167,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,ulun danu buyan temple,4.4,556,Religi,-8.2445927,115.1349455,3,95,13079,False,False,False,True,False
Nusa Tenggara,Bali,Buleleng,taman denbukit camping ground,4.6,390,Taman,-8.2432402,115.1377177,4,95,11271,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,handara golf & resort,4.4,3,Taman,-8.244129,115.1479474,4,95,4151,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,tower turyapada,4.5,48,Taman,-8.2444767,115.1507196,4,95,12742,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,taman danu camp bedugul,4.6,119,Taman,-8.2710997,115.1648148,4,95,11263,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,danau beratan,4.4,7,Air,-8.2733021,115.1687973,0,95,2923,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,dermaga bedugul,4.6,41,Air,-8.2805274,115.1652052,0,95,3164,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,ulun danu beratan temple,4.6,40318,Religi,-8.2735725,115.1576696,3,95,13078,False,False,False,True,False
Nusa Tenggara,Bali,Buleleng,bali botanical garden,4.6,2198,Taman,-8.2791751,115.1500168,4,95,1479,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,botanical garden lake view,4.7,47,Taman,-8.2753771,115.1530269,4,95,1884,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,the blooms garden,4.6,4094,Taman,-8.301573,115.1543935,4,95,12583,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,the sila's agrotourism,4.4,2745,Taman,-8.301573,115.1543935,4,95,12613,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,bali outbound & farmstay (bof),4.3,401,Taman,-8.3205086,115.1714435,4,95,1488,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,wisata hutan bambu sandan,4.9,10,Taman,-8.3291949,115.1552943,4,95,13919,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,red coral munduk waterfall,4.5,238,Air,-8.2544728,115.0598869,0,95,10175,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,labuhan kebo waterfalls,4.8,116,Air,-8.2573851,115.0524497,0,95,5432,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,uma desa ricefield trekking,4.9,4,Taman,-8.2756557,115.0176336,4,95,13084,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,subuk rice fields view,4.9,4,Taman,-8.2759388,114.9642855,4,95,10789,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,lapangan kecamatan busungbiu,4.2,160,Taman,-8.256439,114.9563743,4,95,5503,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,taman bidadari waterfall (subak pohasem),4.9,4,Taman,-8.2396203,114.9608374,4,95,11159,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,bendungan titab - ularan,4.5,283,Air,-8.2442498,114.9349595,0,95,1734,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,pantai seririt,4.6,17,Air,-8.1922871,114.9320154,0,95,8573,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,krisna eco village,4.4,17,Taman,-8.1937313,114.9460058,4,95,5369,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,mesusun waterfall,4.5,23,Air,-8.2017513,114.9973883,0,95,6173,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,langkeng waterfall,4.5,19,Air,-8.1944453,114.9977317,0,95,5479,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,lovina dolphin watching,4.9,231,Air,-8.1686608,115.0100913,0,95,5667,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,dolphin lovina tour,4.9,464,Air,-8.1502241,115.0392737,0,95,3361,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,pantai indah singaraja,4.9,220,Air,-8.121927,115.0645827,0,95,7548,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,pantai camplung,4.5,144,Air,-8.1184302,115.0701926,0,95,7297,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,pantai lingga,4.4,33,Air,-8.1142942,115.0724572,0,95,7887,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,pantai skip,4.1,91,Air,-8.1125934,115.0773378,0,95,8608,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,pantai kampung baru,3.3,4,Air,-8.1039446,115.0861457,0,95,7611,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,pantai kubujati,4.1,49,Air,-8.0962017,115.1005434,0,95,7784,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,pantai penarukan,4.6,24,Air,-8.0855155,115.1123311,0,95,8344,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,pantai yeh lembu,3.9,9,Air,-8.0758472,115.1383742,0,95,9032,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,pantai kutebanding,4.0,8,Air,-8.0686535,115.1796347,0,95,7803,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,pantai julah,4.7,20,Air,-8.1066083,115.2974062,0,95,7584,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,denkavi beach,4.9,3,Air,-8.1323336,115.3573899,0,95,3158,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,pantai tegal desa,4.1,3,Air,-8.1506674,115.4001663,0,95,8770,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,black sand beach,4.1,10,Air,-8.1656799,115.4343377,0,95,1828,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,taman kota singaraja,4.5,5460,Taman,-8.1221739,115.0870665,4,95,11574,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,canging waterfall,4.8,14,Air,-8.203177,115.1006809,0,95,2580,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,air terjun cemara,4.9,5,Air,-8.2041044,115.1015494,0,95,314,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,air terjun campuhan,4.5,2,Air,-8.2083736,115.1029858,0,95,310,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,wanagiri pucak manik waterfall,4.6,305,Air,-8.2133318,115.1029376,0,95,13277,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,krisna funtasticland,4.3,3916,Taman,-8.2034966,114.9544005,4,95,5370,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,plaza kuliner pantai penimbangan,3.5,2,Taman,-8.1215055,115.0648977,4,95,9592,False,False,False,False,True
Nusa Tenggara,Bali,Buleleng,pura segara penimbangan,4.6,51,Religi,-8.1206794,115.066503,3,95,10040,False,False,False,True,False
Nusa Tenggara,Bali,Buleleng,krisna water sports,4.4,550,Air,-8.1805198,114.9762505,0,95,5371,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,krisna waterpark lovina,4.2,494,Air,-8.1801534,114.9840225,0,95,5372,True,False,False,False,False
Nusa Tenggara,Bali,Buleleng,rice terraces munduk,4.7,128,Taman,-8.2721576,115.0401128,4,95,10209,False,False,False,False,True
Nusa Tenggara,Bali,Jembrana,air terjun yeh mesee,4.3,7,Air,-8.2737261,114.6230384,0,151,1133,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,air terjun sumberkima,4.2,23,Air,-8.2420133,114.5851669,0,151,937,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,taman siwa,4.3,10,Taman,-8.1706375,114.4373253,4,151,11996,False,False,False,False,True
Nusa Tenggara,Bali,Jembrana,new karang sewu gilimanuk,4.6,199,Taman,-8.1767971,114.4338491,4,151,6614,False,False,False,False,True
Nusa Tenggara,Bali,Jembrana,nyiur melambai family park,4.2,121,Air,-8.2446427,114.4995972,0,151,6702,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,grojogan waterfall,3.8,23,Air,-8.2296066,114.5068027,0,151,3879,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,gunung klatakan,4.9,1,Bukit,-8.2099921,114.4992817,1,151,4010,False,True,False,False,False
Nusa Tenggara,Bali,Jembrana,rainforest west bali,4.3,12,Taman,-8.2391328,114.5135252,4,151,10128,False,False,False,False,True
Nusa Tenggara,Bali,Jembrana,pantai karang impian,4.4,28,Air,-8.263732,114.4769845,0,151,7632,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,pantai watu kebo,4.9,2,Air,-8.2724927,114.4813847,0,151,8952,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,melaya beach,4.6,14,Air,-8.2890015,114.4967458,0,151,6107,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,pura wiku segara giri kencana,4.6,5,Religi,-8.2915498,114.4983627,3,151,10058,False,False,False,True,False
Nusa Tenggara,Bali,Jembrana,pura penataran ped anyarsari,4.1,7,Religi,-8.2926335,114.5014283,3,151,10027,False,False,False,True,False
Nusa Tenggara,Bali,Jembrana,pantai larisa-candikusuma,4.4,27,Air,-8.3027467,114.5133557,0,151,7845,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,pantai candikusuma,4.1,298,Air,-8.3078594,114.5170628,0,151,7299,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,tuwed mangrove park,4.9,8,Taman,-8.3267074,114.5183515,4,151,13054,False,False,False,False,True
Nusa Tenggara,Bali,Jembrana,pantai pebuahan,4.1,309,Air,-8.3435157,114.5378152,0,151,8322,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,pantai baluk rening,4.2,437,Air,-8.351953,114.5439943,0,151,7073,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,cupel beach,4.4,14,Air,-8.3563848,114.5483335,0,151,2748,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,tanjung saguntala,4.3,35,Air,-8.3649968,114.5558903,0,151,12366,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,mecha sunset view,4.8,21,Air,-8.3652114,114.5558903,0,151,6094,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,pantai cupel 1,4.4,39,Air,-8.3719629,114.564705,0,151,7358,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,pantai pabrik sumina,4.9,1,Air,-8.3754579,114.5674737,0,151,8192,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,pengambengan sunset view,4.4,50,Air,-8.3870251,114.5695623,0,151,9422,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,sun set all in one,4.1,1,Air,-8.3949812,114.5799368,0,151,10862,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,pantai pengambengan,4.7,14,Air,-8.3992912,114.6064347,0,151,8346,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,kurma asih sea turtle conservation center,4.7,506,Taman,-8.402759,114.608612,4,151,5406,False,False,False,False,True
Nusa Tenggara,Bali,Jembrana,pura perancak,4.7,139,Religi,-8.4010813,114.6096896,3,151,10030,False,False,False,True,False
Nusa Tenggara,Bali,Jembrana,pantai perancak,4.5,86,Air,-8.4062176,114.6278192,0,151,8356,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,pantai air kuning,4.3,3,Air,-8.4015851,114.6493719,0,151,6982,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,yeh kuning beach,4.5,67,Air,-8.4010087,114.6581859,0,151,14435,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,pantai dlod berawah,4.2,257,Air,-8.3979407,114.6765753,0,151,7400,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,obyek wisata kolam rekreasi delodbrawah,4.1,54,Air,-8.3976461,114.6776219,0,151,6803,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,pantai tembles,4.4,76,Air,-8.394873,114.7169744,0,151,8789,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,pantai yehembang,4.4,55,Air,-8.3980535,114.7526646,0,151,9034,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,pantai rambut siwi,4.4,112,Air,-8.4012672,114.7612665,0,151,8453,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,rambut siwi temple,4.7,770,Religi,-8.402843,114.7651066,3,151,10139,False,False,False,True,False
Nusa Tenggara,Bali,Jembrana,pura segara dangkahyangan lan tirtha luhur rambutsiwi,4.8,11,Religi,-8.402933,114.7655163,3,151,10038,False,False,False,True,False
Nusa Tenggara,Bali,Jembrana,pebble beach,4.9,3,Air,-8.409346,114.7916932,0,151,9218,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,pelabuhan nelayan yehsumbul,4.1,19,Air,-8.4148876,114.8026677,0,151,9252,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,pantai medewi,4.5,669,Air,-8.418746,114.8046301,0,151,8008,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,the point rightender surfing pulukan,4.7,25,Air,-8.4220775,114.8075985,0,151,12608,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,pulukan beach,4.5,53,Air,-8.4233227,114.8120542,0,151,9749,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,pantai pangkung jukung pekutatan,4.1,19,Air,-8.4271565,114.8164098,0,151,8228,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,monumen pendaratan i gusti ngurah rai,4.4,9,Taman,-8.4306251,114.816744,4,151,6295,False,False,False,False,True
Nusa Tenggara,Bali,Jembrana,cony's beach,4.9,1,Air,-8.4324297,114.8225936,0,151,2720,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,kelapa beach,4.9,6,Air,-8.434229,114.8307945,0,151,4887,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,pantai pekutatan,4.5,40,Air,-8.4346997,114.8355225,0,151,8328,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,pantai ciwa,4.5,4,Air,-8.4377359,114.8471312,0,151,7347,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,west bali adventure offroad,4.5,8,Taman,-8.4257594,114.8435623,4,151,13464,False,False,False,False,True
Nusa Tenggara,Bali,Jembrana,puncak tirta manggis sari,4.6,23,Taman,-8.3754405,114.8848257,4,151,9956,False,False,False,False,True
Nusa Tenggara,Bali,Jembrana,nature tourism green cliff,4.1,153,Taman,-8.3656816,114.7937367,4,151,6593,False,False,False,False,True
Nusa Tenggara,Bali,Jembrana,air terjun yeh buah,4.5,22,Air,-8.3393885,114.747829,0,151,1129,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,air terjun grojogan yehembang kauh,4.5,26,Air,-8.3369752,114.7495508,0,151,418,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,nirwana garden bali,4.7,265,Taman,-8.3301076,114.638073,4,151,6675,False,False,False,False,True
Nusa Tenggara,Bali,Jembrana,bendungan palasari,4.4,371,Air,-8.2495657,114.5458637,0,151,1722,True,False,False,False,False
Nusa Tenggara,Bali,Jembrana,alas utama medewi (aum),4.6,56,Taman,-8.369448,114.7418098,4,151,1181,False,False,False,False,True
Nusa Tenggara,Bali,Bangli,tejataki hill pinggan,4.6,8,Taman,-8.1724106,115.3671295,4,38,12430,False,False,False,False,True
Nusa Tenggara,Bali,Bangli,pinggan sunrise view pohon cinta,4.7,128,Taman,-8.1986683,115.3535603,4,38,9562,False,False,False,False,True
Nusa Tenggara,Bali,Bangli,pura hulundanu batur songan,4.7,381,Religi,-8.2237288,115.3905533,3,38,10003,False,False,False,True,False
Nusa Tenggara,Bali,Bangli,trunyan hill,4.6,222,Taman,-8.2413976,115.4073761,4,38,12788,False,False,False,False,True
Nusa Tenggara,Bali,Bangli,mount abang,4.7,306,Taman,-8.2769407,115.4174833,4,38,6364,False,False,False,False,True
Nusa Tenggara,Bali,Bangli,dermaga kedisan,4.6,890,Air,-8.2799631,115.3778253,0,38,3175,True,False,False,False,False
Nusa Tenggara,Bali,Bangli,museum geopark batur,4.6,2,Taman,-8.2700212,115.3581431,4,38,6459,False,False,False,False,True
Nusa Tenggara,Bali,Bangli,pura segara ulun danu batur,4.6,675,Religi,-8.2691718,115.3765108,3,38,10042,False,False,False,True,False
Nusa Tenggara,Bali,Bangli,toya devasya,4.2,7,Air,-8.2487011,115.3871538,0,38,12744,True,False,False,False,False
Nusa Tenggara,Bali,Bangli,mt batur sunrise trekking,4.8,97,Bukit,-8.2303531,115.3910162,1,38,6396,False,True,False,False,False
Nusa Tenggara,Bali,Bangli,sukawana sunrise spot,4.6,477,Taman,-8.2210038,115.3453737,4,38,10795,False,False,False,False,True
Nusa Tenggara,Bali,Bangli,air terjun desa kutuh bangli,4.7,37,Air,-8.1761699,115.3018857,0,38,373,True,False,False,False,False
Nusa Tenggara,Bali,Bangli,air terjun bunutin,4.9,3,Air,-8.3078822,115.2550761,0,38,304,True,False,False,False,False
Nusa Tenggara,Bali,Bangli,pelisan waterfall,4.9,50,Air,-8.3138812,115.2597674,0,38,9271,True,False,False,False,False
Nusa Tenggara,Bali,Bangli,mount batur view point,4.7,702,Bukit,-8.2791562,115.3577389,1,38,6367,False,True,False,False,False
Nusa Tenggara,Bali,Bangli,hutan pinus desa batur selatan,4.5,85,Taman,-8.2599148,115.3267217,4,38,4268,False,False,False,False,True
Nusa Tenggara,Bali,Bangli,pura ulun danu batur,4.5,3,Religi,-8.2563078,115.3299695,3,38,10055,False,False,False,True,False
Nusa Tenggara,Bali,Bangli,three mountain view,4.3,8,Bukit,-8.2061453,115.3283535,1,38,12632,False,True,False,False,False
Nusa Tenggara,Bali,Bangli,wisata alam munti belong,4.9,3,Air,-8.2536039,115.2562996,0,38,13644,True,False,False,False,False
Nusa Tenggara,Bali,Bangli,langgahan waterfalls,4.7,93,Air,-8.3158853,115.2653692,0,38,5476,True,False,False,False,False
Nusa Tenggara,Bali,Bangli,pelisan waterfall,4.9,50,Air,-8.3169963,115.2680396,0,38,9271,True,False,False,False,False
Nusa Tenggara,Bali,Bangli,kintamani orange's selfpick agrotourism,4.9,9,Taman,-8.3057323,115.3525282,4,38,4970,False,False,False,False,True
Nusa Tenggara,Bali,Bangli,penglipuran village,4.8,22626,Taman,-8.4577655,115.3050035,4,38,9427,False,False,False,False,True
Nusa Tenggara,Bali,Bangli,desa wisata pule,4.8,28,Taman,-8.4577655,115.3050035,4,38,3282,False,False,False,False,True
Nusa Tenggara,Bali,Bangli,objek ekowisata bukit cemeng,4.4,45,Taman,-8.4577655,115.3050035,4,38,6705,False,False,False,False,True
Nusa Tenggara,Bali,Bangli,penglukatan tirta dari,4.9,14,Air,-8.4577655,115.3050035,0,38,9429,True,False,False,False,False
Nusa Tenggara,Bali,Bangli,pura tirta sudamala,4.7,703,Religi,-8.4744429,115.2787551,3,38,10054,False,False,False,True,False
Nusa Tenggara,Bali,Bangli,pura kehen,4.6,805,Religi,-8.4744429,115.2787551,3,38,10010,False,False,False,True,False
Nusa Tenggara,Bali,Bangli,air terjun bugbugan,4.9,25,Air,-8.4744429,115.2787551,0,38,298,True,False,False,False,False
Nusa Tenggara,Bali,Bangli,tangkub waterfall - bukit hijau,4.3,97,Air,-8.4410322,115.3208859,0,38,12323,True,False,False,False,False
Nusa Tenggara,Bali,Bangli,air terjun krisik,4.6,100,Air,-8.4410322,115.3208859,0,38,548,True,False,False,False,False
Nusa Tenggara,Bali,Bangli,alun-alun bangli,4.7,531,Taman,-8.4613323,115.2869481,4,38,1229,False,False,False,False,True
Nusa Tenggara,Bali,Bangli,mahapraja bangli,4.4,320,Taman,-8.3948762,115.3277363,4,38,5709,False,False,False,False,True
Nusa Tenggara,Bali,Bangli,anjungan bucun desa,4.8,5,Taman,-8.3948762,115.3277363,4,38,1329,False,False,False,False,True
Nusa Tenggara,Bali,Bangli,tukad cepung waterfall,4.6,3131,Air,-8.3948762,115.3277363,0,38,13033,True,False,False,False,False
Nusa Tenggara,Bali,Bangli,grudugan waterfall,4.9,145,Air,-8.4332746,115.3107919,0,38,3885,True,False,False,False,False
Nusa Tenggara,Bali,Bangli,dukuh hill,4.5,70,Taman,-8.4104375,115.3339074,4,38,3377,False,False,False,False,True
Nusa Tenggara,Bali,Bangli,mata air segening,4.9,5,Air,-8.4520874,115.2822249,0,38,6067,True,False,False,False,False
Nusa Tenggara,Bali,Bangli,objek wisata tukad batu liuu,4.3,14,Air,-8.4520874,115.2822249,0,38,6786,True,False,False,False,False
Nusa Tenggara,Bali,Bangli,air terjun tangkup,4.3,9,Air,-8.447177,115.32347,0,38,972,True,False,False,False,False
